features,importance
PA_DAYS_LAST_DUE_1ST_VERSION_max,41.4
PA_DAYS_LAST_DUE_1ST_VERSION_min,1.8000000000000003
PA_DAYS_LAST_DUE_1ST_VERSION_count,0.2
PA_DAYS_LAST_DUE_1ST_VERSION_sum,9.6
PA_DAYS_LAST_DUE_mean,6.2
PA_DAYS_LAST_DUE_max,17.8
PA_DAYS_LAST_DUE_min,2.6
PA_DAYS_LAST_DUE_count,0.4
PA_DAYS_LAST_DUE_sum,0.8
PA_DAYS_TERMINATION_mean,3.4000000000000004
PA_DAYS_TERMINATION_max,5.6
PA_DAYS_TERMINATION_min,2.4
PA_DAYS_TERMINATION_count,0.2
PA_DAYS_TERMINATION_sum,0.2
PA_NFLAG_INSURED_ON_APPROVAL_mean,2.2
PA_NFLAG_INSURED_ON_APPROVAL_max,0.0
PA_NFLAG_INSURED_ON_APPROVAL_min,0.0
PA_NFLAG_INSURED_ON_APPROVAL_count,0.6000000000000001
PA_NFLAG_INSURED_ON_APPROVAL_sum,0.2
PA_CREDIT_TO_APP_mean,18.0
PA_CREDIT_TO_APP_max,12.200000000000001
PA_CREDIT_TO_APP_min,7.8
PA_CREDIT_TO_APP_count,0.2
PA_CREDIT_TO_APP_sum,2.4
PA_PA_CREDIT_ANNUITY_mean,4.6
PA_PA_CREDIT_ANNUITY_max,4.2
PA_PA_CREDIT_ANNUITY_min,5.4
PA_PA_CREDIT_ANNUITY_count,0.0
PA_PA_CREDIT_ANNUITY_sum,1.2
PA_FLAG_LAST_APPL_PER_CONTRACT_count,0.0
PA_FLAG_LAST_APPL_PER_CONTRACT_mean,0.2
PA_NAME_CONTRACT_TYPE_Cash loans_count,0.0
PA_NAME_CONTRACT_TYPE_Cash loans_mean,1.4
PA_NAME_CONTRACT_TYPE_Consumer loans_count,0.0
PA_NAME_CONTRACT_TYPE_Consumer loans_mean,0.8
PA_NAME_CONTRACT_TYPE_Revolving loans_count,0.0
PA_NAME_CONTRACT_TYPE_Revolving loans_mean,0.4
PA_NAME_CONTRACT_TYPE_XNA_count,0.0
PA_NAME_CONTRACT_TYPE_XNA_mean,0.0
PA_NAME_CONTRACT_TYPE_nan_count,0.0
PA_NAME_CONTRACT_TYPE_nan_mean,0.0
PA_WEEKDAY_APPR_PROCESS_START_FRIDAY_count,0.0
PA_WEEKDAY_APPR_PROCESS_START_FRIDAY_mean,3.2
PA_WEEKDAY_APPR_PROCESS_START_MONDAY_count,0.0
PA_WEEKDAY_APPR_PROCESS_START_MONDAY_mean,2.5999999999999996
PA_WEEKDAY_APPR_PROCESS_START_SATURDAY_count,0.0
PA_WEEKDAY_APPR_PROCESS_START_SATURDAY_mean,1.2000000000000002
PA_WEEKDAY_APPR_PROCESS_START_SUNDAY_count,0.0
PA_WEEKDAY_APPR_PROCESS_START_SUNDAY_mean,1.4000000000000001
PA_WEEKDAY_APPR_PROCESS_START_THURSDAY_count,0.0
PA_WEEKDAY_APPR_PROCESS_START_THURSDAY_mean,2.8000000000000003
PA_WEEKDAY_APPR_PROCESS_START_TUESDAY_count,0.0
PA_WEEKDAY_APPR_PROCESS_START_TUESDAY_mean,1.2000000000000002
PA_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_count,0.0
PA_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_mean,1.4
PA_WEEKDAY_APPR_PROCESS_START_nan_count,0.0
PA_WEEKDAY_APPR_PROCESS_START_nan_mean,0.0
PA_NAME_CASH_LOAN_PURPOSE_Building a house or an annex_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Building a house or an annex_mean,0.2
PA_NAME_CASH_LOAN_PURPOSE_Business development_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Business development_mean,0.4
PA_NAME_CASH_LOAN_PURPOSE_Buying a garage_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Buying a garage_mean,0.0
PA_NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land_mean,0.0
PA_NAME_CASH_LOAN_PURPOSE_Buying a home_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Buying a home_mean,0.0
PA_NAME_CASH_LOAN_PURPOSE_Buying a new car_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Buying a new car_mean,0.0
PA_NAME_CASH_LOAN_PURPOSE_Buying a used car_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Buying a used car_mean,0.2
PA_NAME_CASH_LOAN_PURPOSE_Car repairs_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Car repairs_mean,1.4
PA_NAME_CASH_LOAN_PURPOSE_Education_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Education_mean,0.0
PA_NAME_CASH_LOAN_PURPOSE_Everyday expenses_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Everyday expenses_mean,0.2
PA_NAME_CASH_LOAN_PURPOSE_Furniture_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Furniture_mean,0.0
PA_NAME_CASH_LOAN_PURPOSE_Gasification / water supply_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Gasification / water supply_mean,0.4
PA_NAME_CASH_LOAN_PURPOSE_Hobby_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Hobby_mean,0.0
PA_NAME_CASH_LOAN_PURPOSE_Journey_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Journey_mean,0.0
PA_NAME_CASH_LOAN_PURPOSE_Medicine_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Medicine_mean,0.4
PA_NAME_CASH_LOAN_PURPOSE_Money for a third person_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Money for a third person_mean,0.0
PA_NAME_CASH_LOAN_PURPOSE_Other_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Other_mean,1.2000000000000002
PA_NAME_CASH_LOAN_PURPOSE_Payments on other loans_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Payments on other loans_mean,0.6000000000000001
PA_NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment_mean,0.0
PA_NAME_CASH_LOAN_PURPOSE_Refusal to name the goal_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Refusal to name the goal_mean,0.0
PA_NAME_CASH_LOAN_PURPOSE_Repairs_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Repairs_mean,1.6
PA_NAME_CASH_LOAN_PURPOSE_Urgent needs_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Urgent needs_mean,1.4
PA_NAME_CASH_LOAN_PURPOSE_Wedding / gift / holiday_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_Wedding / gift / holiday_mean,0.0
PA_NAME_CASH_LOAN_PURPOSE_XAP_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_XAP_mean,0.0
PA_NAME_CASH_LOAN_PURPOSE_XNA_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_XNA_mean,0.6000000000000001
PA_NAME_CASH_LOAN_PURPOSE_nan_count,0.0
PA_NAME_CASH_LOAN_PURPOSE_nan_mean,0.0
PA_NAME_CONTRACT_STATUS_Approved_count,0.0
PA_NAME_CONTRACT_STATUS_Approved_mean,7.800000000000001
PA_NAME_CONTRACT_STATUS_Canceled_count,0.0
PA_NAME_CONTRACT_STATUS_Canceled_mean,1.8
PA_NAME_CONTRACT_STATUS_Refused_count,0.0
PA_NAME_CONTRACT_STATUS_Refused_mean,27.0
PA_NAME_CONTRACT_STATUS_Unused offer_count,0.0
PA_NAME_CONTRACT_STATUS_Unused offer_mean,0.2
PA_NAME_CONTRACT_STATUS_nan_count,0.0
PA_NAME_CONTRACT_STATUS_nan_mean,0.0
PA_NAME_PAYMENT_TYPE_Cash through the bank_count,0.0
PA_NAME_PAYMENT_TYPE_Cash through the bank_mean,0.0
PA_NAME_PAYMENT_TYPE_Cashless from the account of the employer_count,0.0
PA_NAME_PAYMENT_TYPE_Cashless from the account of the employer_mean,0.0
PA_NAME_PAYMENT_TYPE_Non-cash from your account_count,0.0
PA_NAME_PAYMENT_TYPE_Non-cash from your account_mean,0.0
PA_NAME_PAYMENT_TYPE_XNA_count,0.0
PA_NAME_PAYMENT_TYPE_XNA_mean,1.6
PA_NAME_PAYMENT_TYPE_nan_count,0.0
PA_NAME_PAYMENT_TYPE_nan_mean,0.0
PA_CODE_REJECT_REASON_CLIENT_count,0.0
PA_CODE_REJECT_REASON_CLIENT_mean,0.0
PA_CODE_REJECT_REASON_HC_count,0.0
PA_CODE_REJECT_REASON_HC_mean,7.800000000000001
PA_CODE_REJECT_REASON_LIMIT_count,0.0
PA_CODE_REJECT_REASON_LIMIT_mean,3.2
PA_CODE_REJECT_REASON_SCO_count,0.0
PA_CODE_REJECT_REASON_SCO_mean,0.6
PA_CODE_REJECT_REASON_SCOFR_count,0.0
PA_CODE_REJECT_REASON_SCOFR_mean,3.8000000000000003
PA_CODE_REJECT_REASON_SYSTEM_count,0.0
PA_CODE_REJECT_REASON_SYSTEM_mean,0.0
PA_CODE_REJECT_REASON_VERIF_count,0.0
PA_CODE_REJECT_REASON_VERIF_mean,0.2
PA_CODE_REJECT_REASON_XAP_count,0.0
PA_CODE_REJECT_REASON_XAP_mean,7.2
PA_CODE_REJECT_REASON_XNA_count,0.0
PA_CODE_REJECT_REASON_XNA_mean,0.4
PA_CODE_REJECT_REASON_nan_count,0.0
PA_CODE_REJECT_REASON_nan_mean,0.0
PA_NAME_TYPE_SUITE_Children_count,0.0
PA_NAME_TYPE_SUITE_Children_mean,0.8
PA_NAME_TYPE_SUITE_Family_count,0.0
PA_NAME_TYPE_SUITE_Family_mean,0.6000000000000001
PA_NAME_TYPE_SUITE_Group of people_count,0.0
PA_NAME_TYPE_SUITE_Group of people_mean,0.2
PA_NAME_TYPE_SUITE_Other_A_count,0.0
PA_NAME_TYPE_SUITE_Other_A_mean,1.5999999999999999
PA_NAME_TYPE_SUITE_Other_B_count,0.0
PA_NAME_TYPE_SUITE_Other_B_mean,0.6000000000000001
"PA_NAME_TYPE_SUITE_Spouse, partner_count",0.0
"PA_NAME_TYPE_SUITE_Spouse, partner_mean",0.8
PA_NAME_TYPE_SUITE_Unaccompanied_count,0.0
PA_NAME_TYPE_SUITE_Unaccompanied_mean,3.2
PA_NAME_TYPE_SUITE_nan_count,0.0
PA_NAME_TYPE_SUITE_nan_mean,4.199999999999999
PA_NAME_CLIENT_TYPE_New_count,0.0
PA_NAME_CLIENT_TYPE_New_mean,7.799999999999999
PA_NAME_CLIENT_TYPE_Refreshed_count,0.0
PA_NAME_CLIENT_TYPE_Refreshed_mean,1.2
PA_NAME_CLIENT_TYPE_Repeater_count,0.0
PA_NAME_CLIENT_TYPE_Repeater_mean,1.0
PA_NAME_CLIENT_TYPE_XNA_count,0.0
PA_NAME_CLIENT_TYPE_XNA_mean,0.2
PA_NAME_CLIENT_TYPE_nan_count,0.0
PA_NAME_CLIENT_TYPE_nan_mean,0.0
PA_NAME_GOODS_CATEGORY_Additional Service_count,0.0
PA_NAME_GOODS_CATEGORY_Additional Service_mean,0.0
PA_NAME_GOODS_CATEGORY_Animals_count,0.0
PA_NAME_GOODS_CATEGORY_Animals_mean,0.0
PA_NAME_GOODS_CATEGORY_Audio/Video_count,0.0
PA_NAME_GOODS_CATEGORY_Audio/Video_mean,2.4
PA_NAME_GOODS_CATEGORY_Auto Accessories_count,0.0
PA_NAME_GOODS_CATEGORY_Auto Accessories_mean,0.4
PA_NAME_GOODS_CATEGORY_Clothing and Accessories_count,0.0
PA_NAME_GOODS_CATEGORY_Clothing and Accessories_mean,0.6000000000000001
PA_NAME_GOODS_CATEGORY_Computers_count,0.0
PA_NAME_GOODS_CATEGORY_Computers_mean,1.5999999999999999
PA_NAME_GOODS_CATEGORY_Construction Materials_count,0.0
PA_NAME_GOODS_CATEGORY_Construction Materials_mean,2.6000000000000005
PA_NAME_GOODS_CATEGORY_Consumer Electronics_count,0.0
PA_NAME_GOODS_CATEGORY_Consumer Electronics_mean,1.7999999999999998
PA_NAME_GOODS_CATEGORY_Direct Sales_count,0.0
PA_NAME_GOODS_CATEGORY_Direct Sales_mean,1.8000000000000003
PA_NAME_GOODS_CATEGORY_Education_count,0.0
PA_NAME_GOODS_CATEGORY_Education_mean,0.0
PA_NAME_GOODS_CATEGORY_Fitness_count,0.0
PA_NAME_GOODS_CATEGORY_Fitness_mean,0.0
PA_NAME_GOODS_CATEGORY_Furniture_count,0.0
PA_NAME_GOODS_CATEGORY_Furniture_mean,1.2
PA_NAME_GOODS_CATEGORY_Gardening_count,0.0
PA_NAME_GOODS_CATEGORY_Gardening_mean,0.0
PA_NAME_GOODS_CATEGORY_Homewares_count,0.0
PA_NAME_GOODS_CATEGORY_Homewares_mean,1.0
PA_NAME_GOODS_CATEGORY_House Construction_count,0.0
PA_NAME_GOODS_CATEGORY_House Construction_mean,0.0
PA_NAME_GOODS_CATEGORY_Insurance_count,0.0
PA_NAME_GOODS_CATEGORY_Insurance_mean,0.0
PA_NAME_GOODS_CATEGORY_Jewelry_count,0.0
PA_NAME_GOODS_CATEGORY_Jewelry_mean,0.2
PA_NAME_GOODS_CATEGORY_Medical Supplies_count,0.0
PA_NAME_GOODS_CATEGORY_Medical Supplies_mean,1.0
PA_NAME_GOODS_CATEGORY_Medicine_count,0.0
PA_NAME_GOODS_CATEGORY_Medicine_mean,0.6
PA_NAME_GOODS_CATEGORY_Mobile_count,0.0
PA_NAME_GOODS_CATEGORY_Mobile_mean,2.6000000000000005
PA_NAME_GOODS_CATEGORY_Office Appliances_count,0.0
PA_NAME_GOODS_CATEGORY_Office Appliances_mean,0.6000000000000001
PA_NAME_GOODS_CATEGORY_Other_count,0.0
PA_NAME_GOODS_CATEGORY_Other_mean,0.2
PA_NAME_GOODS_CATEGORY_Photo / Cinema Equipment_count,0.0
PA_NAME_GOODS_CATEGORY_Photo / Cinema Equipment_mean,0.4
PA_NAME_GOODS_CATEGORY_Sport and Leisure_count,0.0
PA_NAME_GOODS_CATEGORY_Sport and Leisure_mean,0.2
PA_NAME_GOODS_CATEGORY_Tourism_count,0.0
PA_NAME_GOODS_CATEGORY_Tourism_mean,0.0
PA_NAME_GOODS_CATEGORY_Vehicles_count,0.0
PA_NAME_GOODS_CATEGORY_Vehicles_mean,0.0
PA_NAME_GOODS_CATEGORY_Weapon_count,0.0
PA_NAME_GOODS_CATEGORY_Weapon_mean,0.0
PA_NAME_GOODS_CATEGORY_XNA_count,0.0
PA_NAME_GOODS_CATEGORY_XNA_mean,0.6000000000000001
PA_NAME_GOODS_CATEGORY_nan_count,0.0
PA_NAME_GOODS_CATEGORY_nan_mean,0.0
PA_NAME_PORTFOLIO_Cards_count,0.0
PA_NAME_PORTFOLIO_Cards_mean,1.0
PA_NAME_PORTFOLIO_Cars_count,0.0
PA_NAME_PORTFOLIO_Cars_mean,0.0
PA_NAME_PORTFOLIO_Cash_count,0.0
PA_NAME_PORTFOLIO_Cash_mean,1.7999999999999998
PA_NAME_PORTFOLIO_POS_count,0.0
PA_NAME_PORTFOLIO_POS_mean,1.2
PA_NAME_PORTFOLIO_XNA_count,0.0
PA_NAME_PORTFOLIO_XNA_mean,1.9999999999999998
PA_NAME_PORTFOLIO_nan_count,0.0
PA_NAME_PORTFOLIO_nan_mean,0.0
PA_NAME_PRODUCT_TYPE_XNA_count,0.0
PA_NAME_PRODUCT_TYPE_XNA_mean,2.2
PA_NAME_PRODUCT_TYPE_walk-in_count,0.0
PA_NAME_PRODUCT_TYPE_walk-in_mean,7.8
PA_NAME_PRODUCT_TYPE_x-sell_count,0.0
PA_NAME_PRODUCT_TYPE_x-sell_mean,1.4
PA_NAME_PRODUCT_TYPE_nan_count,0.0
PA_NAME_PRODUCT_TYPE_nan_mean,0.0
PA_CHANNEL_TYPE_AP+ (Cash loan)_count,0.0
PA_CHANNEL_TYPE_AP+ (Cash loan)_mean,2.8
PA_CHANNEL_TYPE_Car dealer_count,0.0
PA_CHANNEL_TYPE_Car dealer_mean,0.0
PA_CHANNEL_TYPE_Channel of corporate sales_count,0.0
PA_CHANNEL_TYPE_Channel of corporate sales_mean,4.8
PA_CHANNEL_TYPE_Contact center_count,0.0
PA_CHANNEL_TYPE_Contact center_mean,1.5999999999999999
PA_CHANNEL_TYPE_Country-wide_count,0.0
PA_CHANNEL_TYPE_Country-wide_mean,2.6
PA_CHANNEL_TYPE_Credit and cash offices_count,0.0
PA_CHANNEL_TYPE_Credit and cash offices_mean,2.0
PA_CHANNEL_TYPE_Regional / Local_count,0.0
PA_CHANNEL_TYPE_Regional / Local_mean,1.2
PA_CHANNEL_TYPE_Stone_count,0.0
PA_CHANNEL_TYPE_Stone_mean,1.7999999999999998
PA_CHANNEL_TYPE_nan_count,0.0
PA_CHANNEL_TYPE_nan_mean,0.0
PA_NAME_SELLER_INDUSTRY_Auto technology_count,0.0
PA_NAME_SELLER_INDUSTRY_Auto technology_mean,0.8
PA_NAME_SELLER_INDUSTRY_Clothing_count,0.0
PA_NAME_SELLER_INDUSTRY_Clothing_mean,0.2
PA_NAME_SELLER_INDUSTRY_Connectivity_count,0.0
PA_NAME_SELLER_INDUSTRY_Connectivity_mean,4.4
PA_NAME_SELLER_INDUSTRY_Construction_count,0.0
PA_NAME_SELLER_INDUSTRY_Construction_mean,0.8
PA_NAME_SELLER_INDUSTRY_Consumer electronics_count,0.0
PA_NAME_SELLER_INDUSTRY_Consumer electronics_mean,0.8
PA_NAME_SELLER_INDUSTRY_Furniture_count,0.0
PA_NAME_SELLER_INDUSTRY_Furniture_mean,1.4
PA_NAME_SELLER_INDUSTRY_Industry_count,0.0
PA_NAME_SELLER_INDUSTRY_Industry_mean,0.4
PA_NAME_SELLER_INDUSTRY_Jewelry_count,0.0
PA_NAME_SELLER_INDUSTRY_Jewelry_mean,0.0
PA_NAME_SELLER_INDUSTRY_MLM partners_count,0.0
PA_NAME_SELLER_INDUSTRY_MLM partners_mean,0.0
PA_NAME_SELLER_INDUSTRY_Tourism_count,0.0
PA_NAME_SELLER_INDUSTRY_Tourism_mean,0.0
PA_NAME_SELLER_INDUSTRY_XNA_count,0.0
PA_NAME_SELLER_INDUSTRY_XNA_mean,1.4
PA_NAME_SELLER_INDUSTRY_nan_count,0.0
PA_NAME_SELLER_INDUSTRY_nan_mean,0.0
PA_NAME_YIELD_GROUP_XNA_count,0.0
PA_NAME_YIELD_GROUP_XNA_mean,1.4
PA_NAME_YIELD_GROUP_high_count,0.0
PA_NAME_YIELD_GROUP_high_mean,15.0
PA_NAME_YIELD_GROUP_low_action_count,0.0
PA_NAME_YIELD_GROUP_low_action_mean,10.0
PA_NAME_YIELD_GROUP_low_normal_count,0.0
PA_NAME_YIELD_GROUP_low_normal_mean,5.199999999999999
PA_NAME_YIELD_GROUP_middle_count,0.0
PA_NAME_YIELD_GROUP_middle_mean,2.2
PA_NAME_YIELD_GROUP_nan_count,0.0
PA_NAME_YIELD_GROUP_nan_mean,0.0
PA_PRODUCT_COMBINATION_Card Street_count,0.0
PA_PRODUCT_COMBINATION_Card Street_mean,1.6
PA_PRODUCT_COMBINATION_Card X-Sell_count,0.0
PA_PRODUCT_COMBINATION_Card X-Sell_mean,1.0
PA_PRODUCT_COMBINATION_Cash_count,0.0
PA_PRODUCT_COMBINATION_Cash_mean,0.8
PA_PRODUCT_COMBINATION_Cash Street: high_count,0.0
PA_PRODUCT_COMBINATION_Cash Street: high_mean,5.0
PA_PRODUCT_COMBINATION_Cash Street: low_count,0.0
PA_PRODUCT_COMBINATION_Cash Street: low_mean,2.8000000000000003
PA_PRODUCT_COMBINATION_Cash Street: middle_count,0.0
PA_PRODUCT_COMBINATION_Cash Street: middle_mean,3.4
PA_PRODUCT_COMBINATION_Cash X-Sell: high_count,0.0
PA_PRODUCT_COMBINATION_Cash X-Sell: high_mean,10.399999999999999
PA_PRODUCT_COMBINATION_Cash X-Sell: low_count,0.0
PA_PRODUCT_COMBINATION_Cash X-Sell: low_mean,7.0
PA_PRODUCT_COMBINATION_Cash X-Sell: middle_count,0.0
PA_PRODUCT_COMBINATION_Cash X-Sell: middle_mean,1.4
PA_PRODUCT_COMBINATION_POS household with interest_count,0.0
PA_PRODUCT_COMBINATION_POS household with interest_mean,2.4
PA_PRODUCT_COMBINATION_POS household without interest_count,0.0
PA_PRODUCT_COMBINATION_POS household without interest_mean,1.4
PA_PRODUCT_COMBINATION_POS industry with interest_count,0.0
PA_PRODUCT_COMBINATION_POS industry with interest_mean,4.4
PA_PRODUCT_COMBINATION_POS industry without interest_count,0.0
PA_PRODUCT_COMBINATION_POS industry without interest_mean,0.4
PA_PRODUCT_COMBINATION_POS mobile with interest_count,0.0
PA_PRODUCT_COMBINATION_POS mobile with interest_mean,0.2
PA_PRODUCT_COMBINATION_POS mobile without interest_count,0.0
PA_PRODUCT_COMBINATION_POS mobile without interest_mean,1.0
PA_PRODUCT_COMBINATION_POS other with interest_count,0.0
PA_PRODUCT_COMBINATION_POS other with interest_mean,1.5999999999999999
PA_PRODUCT_COMBINATION_POS others without interest_count,0.0
PA_PRODUCT_COMBINATION_POS others without interest_mean,0.0
PA_PRODUCT_COMBINATION_nan_count,0.0
PA_PRODUCT_COMBINATION_nan_mean,0.0
client_ipay_NUM_INSTALMENT_VERSION_mean_mean,4.8
client_ipay_NUM_INSTALMENT_VERSION_mean_max,11.2
client_ipay_NUM_INSTALMENT_VERSION_mean_min,1.0
client_ipay_NUM_INSTALMENT_VERSION_mean_count,0.0
client_ipay_NUM_INSTALMENT_VERSION_mean_sum,1.2000000000000002
client_ipay_NUM_INSTALMENT_VERSION_max_mean,2.6000000000000005
client_ipay_NUM_INSTALMENT_VERSION_max_max,1.4
client_ipay_NUM_INSTALMENT_VERSION_max_min,0.4
client_ipay_NUM_INSTALMENT_VERSION_max_count,0.0
client_ipay_NUM_INSTALMENT_VERSION_max_sum,0.6000000000000001
client_ipay_NUM_INSTALMENT_VERSION_min_mean,2.8
client_ipay_NUM_INSTALMENT_VERSION_min_max,0.2
client_ipay_NUM_INSTALMENT_VERSION_min_min,0.2
client_ipay_NUM_INSTALMENT_VERSION_min_count,0.0
client_ipay_NUM_INSTALMENT_VERSION_min_sum,0.0
client_ipay_NUM_INSTALMENT_VERSION_count_mean,2.6
client_ipay_NUM_INSTALMENT_VERSION_count_max,3.1999999999999997
client_ipay_NUM_INSTALMENT_VERSION_count_min,1.2000000000000002
client_ipay_NUM_INSTALMENT_VERSION_count_count,0.0
client_ipay_NUM_INSTALMENT_VERSION_count_sum,1.7999999999999998
client_ipay_NUM_INSTALMENT_VERSION_sum_mean,7.0
client_ipay_NUM_INSTALMENT_VERSION_sum_max,2.8
client_ipay_NUM_INSTALMENT_VERSION_sum_min,0.4
client_ipay_NUM_INSTALMENT_VERSION_sum_count,0.0
client_ipay_NUM_INSTALMENT_VERSION_sum_sum,5.0
client_ipay_NUM_INSTALMENT_NUMBER_mean_mean,2.8
client_ipay_NUM_INSTALMENT_NUMBER_mean_max,2.1999999999999997
client_ipay_NUM_INSTALMENT_NUMBER_mean_min,1.4
client_ipay_NUM_INSTALMENT_NUMBER_mean_count,0.0
client_ipay_NUM_INSTALMENT_NUMBER_mean_sum,2.0
client_ipay_NUM_INSTALMENT_NUMBER_max_mean,7.199999999999999
client_ipay_NUM_INSTALMENT_NUMBER_max_max,7.2
client_ipay_NUM_INSTALMENT_NUMBER_max_min,1.2000000000000002
client_ipay_NUM_INSTALMENT_NUMBER_max_count,0.0
client_ipay_NUM_INSTALMENT_NUMBER_max_sum,3.2
client_ipay_NUM_INSTALMENT_NUMBER_min_mean,0.0
client_ipay_NUM_INSTALMENT_NUMBER_min_max,0.0
client_ipay_NUM_INSTALMENT_NUMBER_min_min,0.0
client_ipay_NUM_INSTALMENT_NUMBER_min_count,0.0
client_ipay_NUM_INSTALMENT_NUMBER_min_sum,0.0
client_ipay_NUM_INSTALMENT_NUMBER_count_mean,0.0
client_ipay_NUM_INSTALMENT_NUMBER_count_max,0.0
client_ipay_NUM_INSTALMENT_NUMBER_count_min,0.0
client_ipay_NUM_INSTALMENT_NUMBER_count_count,0.0
client_ipay_NUM_INSTALMENT_NUMBER_count_sum,0.0
client_ipay_NUM_INSTALMENT_NUMBER_sum_mean,1.2000000000000002
client_ipay_NUM_INSTALMENT_NUMBER_sum_max,0.8
client_ipay_NUM_INSTALMENT_NUMBER_sum_min,1.4
client_ipay_NUM_INSTALMENT_NUMBER_sum_count,0.0
client_ipay_NUM_INSTALMENT_NUMBER_sum_sum,2.8
client_ipay_DAYS_INSTALMENT_mean_mean,0.8
client_ipay_DAYS_INSTALMENT_mean_max,2.8000000000000007
client_ipay_DAYS_INSTALMENT_mean_min,1.2
client_ipay_DAYS_INSTALMENT_mean_count,0.0
client_ipay_DAYS_INSTALMENT_mean_sum,0.6000000000000001
client_ipay_DAYS_INSTALMENT_max_mean,3.0
client_ipay_DAYS_INSTALMENT_max_max,6.6000000000000005
client_ipay_DAYS_INSTALMENT_max_min,0.4
client_ipay_DAYS_INSTALMENT_max_count,0.0
client_ipay_DAYS_INSTALMENT_max_sum,0.2
client_ipay_DAYS_INSTALMENT_min_mean,1.0
client_ipay_DAYS_INSTALMENT_min_max,0.2
client_ipay_DAYS_INSTALMENT_min_min,0.4
client_ipay_DAYS_INSTALMENT_min_count,0.0
client_ipay_DAYS_INSTALMENT_min_sum,0.2
client_ipay_DAYS_INSTALMENT_count_mean,0.0
client_ipay_DAYS_INSTALMENT_count_max,0.0
client_ipay_DAYS_INSTALMENT_count_min,0.0
client_ipay_DAYS_INSTALMENT_count_count,0.0
client_ipay_DAYS_INSTALMENT_count_sum,0.0
client_ipay_DAYS_INSTALMENT_sum_mean,3.4000000000000004
client_ipay_DAYS_INSTALMENT_sum_max,2.2
client_ipay_DAYS_INSTALMENT_sum_min,5.0
client_ipay_DAYS_INSTALMENT_sum_count,0.0
client_ipay_DAYS_INSTALMENT_sum_sum,2.1999999999999997
client_ipay_DAYS_ENTRY_PAYMENT_mean_mean,0.6000000000000001
client_ipay_DAYS_ENTRY_PAYMENT_mean_max,1.4000000000000001
client_ipay_DAYS_ENTRY_PAYMENT_mean_min,0.8
client_ipay_DAYS_ENTRY_PAYMENT_mean_count,0.0
client_ipay_DAYS_ENTRY_PAYMENT_mean_sum,1.0
client_ipay_DAYS_ENTRY_PAYMENT_max_mean,0.8
client_ipay_DAYS_ENTRY_PAYMENT_max_max,15.4
client_ipay_DAYS_ENTRY_PAYMENT_max_min,0.8
client_ipay_DAYS_ENTRY_PAYMENT_max_count,0.0
client_ipay_DAYS_ENTRY_PAYMENT_max_sum,0.8
client_ipay_DAYS_ENTRY_PAYMENT_min_mean,1.2000000000000002
client_ipay_DAYS_ENTRY_PAYMENT_min_max,1.2000000000000002
client_ipay_DAYS_ENTRY_PAYMENT_min_min,1.4
client_ipay_DAYS_ENTRY_PAYMENT_min_count,0.0
client_ipay_DAYS_ENTRY_PAYMENT_min_sum,0.8
client_ipay_DAYS_ENTRY_PAYMENT_count_mean,1.7999999999999998
client_ipay_DAYS_ENTRY_PAYMENT_count_max,0.0
client_ipay_DAYS_ENTRY_PAYMENT_count_min,0.4
client_ipay_DAYS_ENTRY_PAYMENT_count_count,0.0
client_ipay_DAYS_ENTRY_PAYMENT_count_sum,0.6000000000000001
client_ipay_DAYS_ENTRY_PAYMENT_sum_mean,2.0
client_ipay_DAYS_ENTRY_PAYMENT_sum_max,2.6
client_ipay_DAYS_ENTRY_PAYMENT_sum_min,4.4
client_ipay_DAYS_ENTRY_PAYMENT_sum_count,0.0
client_ipay_DAYS_ENTRY_PAYMENT_sum_sum,1.6
